Jean-Christophe Rodier,rigging artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Dmitry Ryabchuk,environment lead: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Maryam Salehi,i/o: MELS (1 episode 2022),none,none
Rajvinder Sandhu,lighting artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Eric Sanford,creature lead: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Rohan Sapkal,junior roto artist: NetFX Mumbai (1 episode 2022),none,none
Alexandre Savard-Boisvert,digital compositor (1 episode 2022),none,none
Mark Schreiber,animator (1 episode 2022),none,none
Aryan Sehgal,utility compositor (1 episode 2022),none,none
Ronak Shah,fx lead: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Neelima Sharma,compositor: NetFX Mumbai (1 episode 2022),none,none
Vishal Shitole,i/o coordinator: NetFX Mumbai (1 episode 2022),none,none
Casey Sincic,visual effects producer: Monsters Aliens Robots Zombies (2 episodes 2022),none,none
Lovelesh Singh,compositing artist: NetFX Mumbai (1 episode 2022),none,none
Kalpana Mahapatro Siromani,art director & mattepainting lead (1 episode 2022),none,none
Joseph Soloway,visual effects coordinator: VFX Legion (1 episode 2022),none,none
Meredith Sproul,show coordinator: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Danny Testani,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Ali Thaheem,creature artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Hyacinthe Thomas,i/o: MELS (1 episode 2022),none,none
Phillip Thomas,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Susana Vasquez,visual effects production coordinator: Take 5 VFX (2 episodes 2022),none,none
Marcus Vinicius,i/o: MELS (1 episode 2022),none,none
Louis Vottero,rigging lead: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Tina Vuu,visual effects coordinator: VFX Legion (1 episode 2022),none,none
Tanja Wax,fx artist: Rocket Science VFX (1 episode 2022),none,none
Christina Wise,head of studio: MELS (1 episode 2022),none,none
Jill Wu,digital matte painter: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Alphonso Young,matte painter: Take 5 VFX (2 episodes 2022),none,none
Refo Yovarda,visual effects production assistant: Stereo D (1 episode 2022),none,none
Virpalsinh Zala,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022),none,none
Abin Abraham,assets lead: MPC (uncredited) (8 episodes 2022),none,none
Adrian Bobb,creature artist (uncredited) (8 episodes 2022),none,none
Eddie Bonin,visual effects executive: Netflix (uncredited) (8 episodes 2022),none,none
R�mi Bruschini,pipeline td (uncredited) (8 episodes 2022),none,none
Binod Kumar Das,asset supervisor: MPC (uncredited) (8 episodes 2022),none,none
Tiago Foa,imaging engineer: Mr. X (uncredited) (8 episodes 2022),none,none
Jaime Fok,visual effects editorial lead (uncredited) (8 episodes 2022),none,none
J.P. Giamos,head of production: Rocket Science VFX (uncredited) (8 episodes 2022),none,none
Martin Hesselink,Animation Supervisor (uncredited) (8 episodes 2022),none,none
Rushikesh Chandrashekhar Kamble,3d digital matte painter (uncredited) (8 episodes 2022),none,none
Daniel May,visual effects art direction (uncredited) (8 episodes 2022),none,none
Rachad Meya,lighting supervisor (uncredited) (8 episodes 2022),none,none
Shoupal Panda,texture & lookdev artist (uncredited) (8 episodes 2022),none,none
Josephin Peichl,visual effects coordinator: Netflix (uncredited) (8 episodes 2022),none,none
Rakesh,3d digital matte painter lead (uncredited) (8 episodes 2022),none,none
Kim Rampaul,visual effects coordinator: Netflix (uncredited) (8 episodes 2022),none,none
Saha Saikat,texturing & lookdev artist (uncredited) (7 episodes 2022),none,none
Seema Schere,matte painter: Monsters Aliens Robots Zombies (uncredited) (8 episodes 2022),none,none
Surajit Senapati,3d artist (uncredited) (8 episodes 2022),none,none
Satyendra Sharma,compositor: MPC (uncredited) (8 episodes 2022),none,none
Prathamesh Ashok Waykole,asset artist: MPC (uncredited) (8 episodes 2022),none,none
Dean Wright,visual effects executive: MGM Television (uncredited) (8 episodes 2022),none,none
Dylan Botnarenko,digital matte painter: MPC (uncredited) (6 episodes 2022),none,none
Arjun Jasmeet Chawla,digital compositor: MPC (uncredited) (5 episodes 2022),none,none
Dennis Tae Wook Kim,digital compositor (uncredited) (5 episodes 2022),none,none
Hoss Ghaith,cg supervisor (uncredited) (3 episodes 2022),none,none
Solyi Ha,compositor: Folks VFX (uncredited) (4 episodes 2022),none,none
Caylee Han,compositor: Folks VFX (uncredited) (4 episodes 2022),none,none
Krista Wettlaufer,digital artist (uncredited) (3 episodes 2022),none,none
Christopher Lee Zammit,concept artist (uncredited) (4 episodes 2022),none,none
Felipe Baldo,lighting artist: Folks VFX (uncredited) (3 episodes 2022),none,none
Marc-Antoine Blais,digital compositor (uncredited) (2 episodes 2022),none,none
Adrien Francomme,digital compositor (uncredited) (2 episodes 2022),none,none
Eduardo Gon�alves,digital compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),none,none
Alexander Greenberg,senior compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),none,none
Prashant Jain,3d digital matte painter (uncredited) (3 episodes 2022),none,none
Hossein Karamian,compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),none,none
Giuseppe Motta,creature supervisor (uncredited) (3 episodes 2022),none,none
Chokkarapu Sai Pradeep,visual effects lighting artist (uncredited) (2 episodes 2022),none,none
Pedro Roloff,digital compositor (uncredited) (2 episodes 2022),none,none
Ilija Sazdovski,layout artist (uncredited) (3 episodes 2022),none,none
Jason Schick,digital compositor (uncredited) (2 episodes 2022),none,none
Christa Tazzeo,visual effects executive producer: Rocket Science VFX (uncredited) (3 episodes 2022),none,none
Sekh Batul Ali,visual effects artist (uncredited) (1 episode 2022),none,none
Luca Buonopane,key groom artist: MPC (uncredited) (1 episode 2022),none,none
Julian Fadalti,layout artist (uncredited) (1 episode 2022),none,none
Nitin Garg,senior lookdev artist: Folks VFX (uncredited) (1 episode 2022),none,none
Avinash Kodali,lighting artist (uncredited) (1 episode 2022),none,none
Genevieve Morneau,digital compositor: MELS (uncredited) (1 episode 2022),none,none
Alex Park,matchmove artist: Folks VFX (uncredited) (1 episode 2022),none,none
Evan Roberts,lighting artist (uncredited) (1 episode 2022),none,none
Pavankumar Sagiraju,lighting artist (uncredited) (1 episode 2022),none,none
Yulia Segura,compositor: Folks VFX (uncredited) (1 episode 2022),none,none
Amarjit Singha,3d artist (uncredited) (1 episode 2022),none,none
Brett Chan,stunt coordinator (8 episodes 2022),none,none
Ionut Cotruta,stunt rigger (8 episodes 2022),none,none
Jason Ng,assistant stunt coordinator / cover stunt coordinator (8 episodes 2022),none,none
Jenny Umbhau,stunt double: Jenna Ortega (8 episodes 2022),none,none
Fanel Ursu,stunt rigger (8 episodes 2022),none,none
Andrei Vintileanu,stunt rigger (8 episodes 2022),none,none
Daniel Visan,stunts (8 episodes 2022),none,none
Nailah Johnson,stunt double: Joy Sunday / stunt performer (2 episodes 2022),none,none
Kinga Kives,stunt performer (3 episodes 2022),none,none
Alexandre Lopoka,stunt double: Tommie Earl Jenkins (2 episodes 2022),none,none
Milena Brewster,stunt double: Johnna Dias-Watson (1 episode 2022),none,none
Maxime Coulon,stunt double: Calum Ross (1 episode 2022),none,none
Gabrielle Anne Desy,stunt double: Emma Myers (1 episode 2022),none,none
Victoria Goodman,stunt performer (1 episode 2022),none,none
Daniel Himschoot,stunt double: Percy White (1 episode 2022),none,none
Matt Kennedy,stunt performer (1 episode 2022),none,none
Kaanchana Kerr,stunt performer (2 episodes 2022),none,none
Darlene Pineda,stunt performer (1 episode 2022),none,none
Phedra Syndelle,stunt double: Joy Sunday (1 episode 2022),none,none
Alexandra Vilcsek,stunt performer (1 episode 2022),none,none
Don�t B�nkuti,digital imaging technician: second unit (8 episodes 2022),none,none
Vlad Cioplea,still photographer (8 episodes 2022),none,none
David Dorohoianu,second photography assistant (8 episodes 2022),none,none
Omar Dughouz,"second assistant camera: ""a"" camera (8 episodes 2022)",none,none
D�niel Farkas,digital imaging technician (8 episodes 2022),none,none
Robert Fenichiu,electrician / lighting technician (8 episodes 2022),none,none
Cristi Fratoaica,second assistant camera: second unit (8 episodes 2022),none,none
Toni Ilinca,video operator (8 episodes 2022),none,none
Ochiana Ionut,video assist operator (8 episodes 2022),none,none
Andrei Karastanef,"second assistant camera: ""a"" camera (8 episodes 2022)",none,none
Brad Larner,"first assistant camera: ""a"" camera (8 episodes 2022)",none,none
Tudor Lucaciu,director of photography: second unit (8 episodes 2022),none,none
Radu Marinescu,key grip (8 episodes 2022),none,none
Florin Mihalache,gaffer (8 episodes 2022),none,none
Mihai Adrian Olteanu,best boy electric (8 episodes 2022),none,none
Andrei Petrescu,electrician (8 episodes 2022),none,none
Liviu Pojoni Jr.,"camera operator: ""b"" camera (8 episodes 2022)",none,none
Florea Andrei Stefan,dimmerboard operator/lighting console programmer (8 episodes 2022),none,none
Viorel Stefan,crane operator (8 episodes 2022),none,none
Adelina Vancea,camera trainee (8 episodes 2022),none,none
Petre Victor,"camera operator: ""b"" camera (8 episodes 2022)",none,none
Rob Arrowsmith,"camera operator: ""a"" camera/steadicam operator main unit (4 episodes 2022)",none,none
Andrei Cretan,"first assistant camera: ""b"" camera (4 episodes 2022)",none,none
Fabrizio Sciarra,"camera operator: ""a"" camera/steadicam operator main unit (4 episodes 2022)",none,none
Boroka Biro,director of photography: epk (2 episodes 2022),none,none
Valdas Gulbinauskas,video assistant: additional photography (2 episodes 2022),none,none
Matei Popa,second assistant camera: second unit (2 episodes 2022),none,none
S�ndor �rkus,data management technician (2 episodes 2022),none,none
Cornel Biciu,underwater gaffer (1 episode 2022),none,none
Neil Bradley,ronin 2 technician: additional photography (1 episode 2022),none,none
Alexandru Durac,"camera operator: ""a"" camera/steadicam operator (1 episode 2022)",none,none
Sarbu Gigi,key grip: second unit (1 episode 2022),none,none
Ben Parish,underwater assistant camera (1 episode 2022),none,none
Aurelian Radu,grip (2 episodes 2022),none,none
Ian Seabrook,underwater director of photography (1 episode 2022),none,none
Constantin Stan,second unit (1 episode 2022),none,none
Alexandru Bogdan Stefan,crane technician (2 episodes 2022),none,none
Bal�zs V�rszegi,data management technician (2 episodes 2022),none,none
Jens Winkler,underwater assistant camera (1 episode 2022),none,none
Catalin Popa,photography assistant (uncredited) (8 episodes 2022),none,none
Peter Driscoll,key animator (1 episode 2022),none,none
Whitney Strouth,animator (uncredited) (1 episode 2022),none,none
Emily Bohbrink,casting associate (8 episodes 2022),none,none
Sin�ad Donnelly,casting assistant: Jenna Ortega (8 episodes 2022),none,none
Radu Dragoi,casting assistant (8 episodes 2022),none,none
Frankie Fearis,casting assistant (8 episodes 2022),none,none
Olissa Rogers,casting associate: Jenna Ortega (8 episodes 2022),none,none
Chandra Ruegg,casting associate (8 episodes 2022),none,none
Fiona Weir,casting: Jenna Ortega (8 episodes 2022),none,none
Sarah Wilson,casting associate (8 episodes 2022),none,none
Maddalena Zuppetta,casting assistant (8 episodes 2022),none,none
George Ludlow,casting associate (3 episodes 2022),none,none
Ioana Albaiu,wardrobe supervisor (8 episodes 2022),none,none
Madalina Anton,breakdown artist (8 episodes 2022),none,none
Mattia Bionda,principal costume cutter (8 episodes 2022),none,none
Mariana Bujoi,costumer (8 episodes 2022),none,none
Maria Ciucanu,wardrobe mistress (8 episodes 2022),none,none
Ylenia Comerci,principal seamstress (8 episodes 2022),none,none
Lavinia Dedu,set costumer (8 episodes 2022),none,none
Constantinescu Denisa,wardrobe assistant (8 episodes 2022),none,none
Andreea Dinu,principal standby (8 episodes 2022),none,none
Maria Endara,senior costume maker (8 episodes 2022),none,none
Cristina Ghergheli,set costumer (8 episodes 2022),none,none
Megan Howell,senior costume maker (8 episodes 2022),none,none
Daniela Ilin,set costumer (8 episodes 2022),none,none
Benjamin Ip,costume concept artist (8 episodes 2022),none,none
Ana Lazar,wardrobe assistant (8 episodes 2022),none,none
Paula Lazaroni,breackdown artist (8 episodes 2022),none,none
Twan Lentjes,principal costume maker (8 episodes 2022),none,none
Ioana Mihailescu,wardrobe assistant / crowd standby costumer / crowd stand-by costumer (8 episodes 2022),none,none
Alessio O'Driscoll,principle costume cutter (8 episodes 2022),none,none
Ioana Somanescu,principal standby (8 episodes 2022),none,none
Bobby Soutar,assistant costume designer (8 episodes 2022),none,none
Mark Sutherland,costume co-designer (8 episodes 2022),none,none
Beth Tilley,senior costume maker (8 episodes 2022),none,none
Jess Willcock-Stow,junior assistant costume designer / junior assistant costume designerr (8 episodes 2022),none,none
Elizabeta Zainea,wardrobe assistant (8 episodes 2022),none,none
Marta Airoli,principal seamstress (5 episodes 2022),none,none
Ian Frazer Wallace,principle cutter (5 episodes 2022),none,none
Adina Bucur,costume supervisor (4 episodes 2022),none,none
Claudia Littlefield,costume supervisor (3 episodes 2022),none,none
Alina Caprian,additional costumer (1 episode 2022),none,none
Madison D'Urbano,post-production assistant: Marc Graue Recording Studios (8 episodes 2022),none,none
Bogdan Geambasu,dailies operator (8 episodes 2022),none,none
Katherine Hul,post production supervisor (8 episodes 2022),none,none
Razvan Ilinca,assistant editor (8 episodes 2022),none,none
Tom Mayclim,data manager: Company 3 (8 episodes 2022),none,none
Ian Passy,Color Assistant (8 episodes 2022),none,none
Sebastian Plamadeala,dailies supervisor (8 episodes 2022),none,none
Carmen Rizac,dailies coordinator (8 episodes 2022),none,none
Joanne Rourke,senior colorist (7 episodes 2022),none,none
Alexandru Stoica,dailies operator (8 episodes 2022),none,none
Ian Sullivan,finishing accountant (8 episodes 2022),none,none
Lavinia Terletchi,assistant editor (8 episodes 2022),none,none
Viktorija Tupikaite,data i/o operator (8 episodes 2022),none,none
Motassem Younes,on-line editor (8 episodes 2022),none,none
Galina Chakarova,first assistant editor (4 episodes 2022),none,none
Mihai Cosmin Popa,first assistant editor (4 episodes 2022),none,none
Paul G. Day,additional editor (1 episode 2022),none,none
Cristi Dogaru,assistant location manager (8 episodes 2022),none,none
Calin Hagima,location manager (8 episodes 2022),none,none
Tracey Savein,location scout (8 episodes 2022),none,none
Alex Molea,supervising location manager (4 episodes 2022),none,none
Mircea Paraschiv,location manager (4 episodes 2022),none,none
Florin Patrascu,assistant location manager (4 episodes 2022),none,none
Chris Bacon,composer: additional music (8 episodes 2022),none,none
Sarah Chapeck,music coordinator (8 episodes 2022),none,none
Norbert Elek,music preparation (8 episodes 2022),none,none
Danny Elfman,theme music composer (8 episodes 2022),none,none
Peter Kohrman,technical score engineer (8 episodes 2022),none,none
Jen Malone,music supervisor (8 episodes 2022),none,none
Mandy Mamlet,music executive (8 episodes 2022),none,none
�lveti M�ty�s,cello solos by (8 episodes 2022),none,none
Michael T. Ryan,music editor (8 episodes 2022),none,none
B�lint Sapszon,contractor for Budapest Scoring (8 episodes 2022),none,none
Viktor Szab�,recording engineer (8 episodes 2022),none,none
Nicole Weisberg,music supervisor (8 episodes 2022),none,none
Shachar Boussani,score mix assistant (6 episodes 2022),none,none
Robert Litton,orchestrator (6 episodes 2022),none,none
Noah Scot Snyder,music scoring mixer (6 episodes 2022),none,none
Esin Aydingoz,arranger (3 episodes 2022),none,none
Hemanth965,orchestrator: theme melody (3 episodes 2022),none,none
Steve Bartek,orchestrator (2 episodes 2022),none,none
Bence Bob�k,score engineer (2 episodes 2022),none,none
David G. Russell,conforming (2 episodes 2022),none,none
Greg Hayes,music scoring mixer (1 episode 2022),none,none
Bri Holland,singer (1 episode 2022),none,none
Alfredo Pasquel,score mix assistant (1 episode 2022),none,none
Cristina B�lea,assistant script supervisor (8 episodes 2022),none,none
Monica Tatu,script supervisor (8 episodes 2022),none,none
Daniel Sipocz,service driver (8 episodes 2022),none,none
Pal Szil�rd Levente,unit driver (8 episodes 2022),none,none
Priscila Amescua-Mendez,Support to co executive producer (8 episodes 2022),none,none
Dogaru Silviu Andrei,unit production assistant / unit set assistant (8 episodes 2022),none,none
Aaron Becker,main title design (8 episodes 2022),none,none
Gergo Benkoczy,dog trainer (8 episodes 2022),none,none
Dascalu Bogdan,unit production assistant (8 episodes 2022),none,none
Teo Bostanica,unit manager (8 episodes 2022),none,none
Alexandra Cranga,petty cash accountant (8 episodes 2022),none,none
Razvana Cristescu,first assistant accountant (8 episodes 2022),none,none
Claudia Dediu,producer's assistant (8 episodes 2022),none,none
Penny Dyer,dialect coach (8 episodes 2022),none,none
Zoltan Horkai,head animal trainer (8 episodes 2022),none,none
Ana Ineni,production secretary (8 episodes 2022),none,none
Emanuel Gabriel Ion,testing coordinator assistant (8 episodes 2022),none,none
Gavriloaia Irina,assistant contracts coordinator (8 episodes 2022),none,none
Peter Ivanyi,head animal trainer (8 episodes 2022),none,none
Austin Kircher,post-production accountant (8 episodes 2022),none,none
Christopher Landry,epk host (8 episodes 2022),none,none
Nelson Moses Lassiter,production administration assistant (8 episodes 2022),none,none
Ioana Macarie,choreographer (8 episodes 2022),none,none
Cosmin Manea,payroll accountant (8 episodes 2022),none,none
Elle McAlpine,intimacy coordinator (8 episodes 2022),none,none
Troy James Miller,titles producer: Filmograph (8 episodes 2022),none,none
Dan Mirea,unit operations (8 episodes 2022),none,none
Ioana Mititelu,assistant production coordinator (8 episodes 2022),none,none
Kristine Popovici,office production assistant (8 episodes 2022),none,none
Aurel Nicolae Radu,assistant accountant (8 episodes 2022),none,none
Olesea Railean,production accountant (8 episodes 2022),none,none
Adrian Sabau,production coordinator (8 episodes 2022),none,none
Iulia Anamaria Sima,contracts coordinator (8 episodes 2022),none,none
Daniela Soare,production assistant (8 episodes 2022),none,none
Adam M. Stone,product placement coordinator (8 episodes 2022),none,none
Cat Stone,product placement coordinator (8 episodes 2022),none,none
Georgiana Tamaga,travel coordinator (8 episodes 2022),none,none
Logi Thorvaldsson,actors assistant (8 episodes 2022),none,none
Toria Turner,executive assistant (8 episodes 2022),none,none
Tony Wright,international liaison (8 episodes 2022),none,none
Bianca Bumbacea,basecamp runner (7 episodes 2022),none,none
Lindsay Moffat,production accountant (4 episodes 2022),none,none
Gunnar Sizemore,adr voice actor (4 episodes 2022),none,none
Bacula Sorin,caterer (3 episodes 2022),none,none
Monica Adam,petty cash (2 episodes 2022),none,none
Liliana Chomsky,adr loop group (2 episodes 2022),none,none
Vanessa Coffey,intimacy coordinator (2 episodes 2022),none,none
Marius Florescu,covid supervisor (2 episodes 2022),none,none
Marilyn Lindsay,prep accountant (2 episodes 2022),none,none
Rhidian Bridge,covid supervisor (1 episode 2022),none,none
Bianca Bumvacea,basecamp runner (1 episode 2022),none,none
Luke Carroll,production secretary: additional photography (1 episode 2022),none,none
Ahmed El-Gallad,writer (1 episode 2022),none,none
Jorge Garcia Castro,consultant (1 episode 2022),none,none
Adam Lannon,covid manager (1 episode 2022),none,none
Sarah McGuinness,dialect coach: James Clay Caroline Lawrie (1 episode 2022),none,none
Annabel Wilkin,first assistant accountant: UK (1 episode 2022),none,none
Eugene Shawn,assistant (uncredited) (8 episodes 2022),none,none
Ana Duarte,assistant to casting director (uncredited) (1 episode 2022),none,none
Isaac Sunderland,covid coordinator (uncredited) (1 episode 2022),none,none
